iters,fevals,fitness
688,965,80.0
689,966,80.0
690,967,80.0
691,968,80.0
692,969,80.0
693,970,80.0
694,971,80.0
695,972,80.0
696,973,80.0
697,974,80.0
698,975,80.0
699,976,80.0
700,977,80.0
701,978,80.0
702,979,80.0
703,980,80.0
704,981,80.0
705,982,80.0
706,983,80.0
707,984,80.0
708,985,80.0
709,986,80.0
710,987,80.0
711,988,80.0
712,989,80.0
713,990,80.0
714,991,80.0
715,992,80.0
716,993,80.0
717,994,80.0
718,995,80.0
719,996,80.0
720,997,80.0
721,998,80.0
722,999,80.0
723,1000,80.0
724,1001,80.0
725,1002,80.0
726,1003,80.0
727,1004,80.0
728,1005,80.0
729,1006,80.0
730,1007,80.0
731,1008,80.0
732,1009,80.0
733,1010,80.0
734,1011,80.0
735,1012,80.0
736,1013,80.0
737,1014,80.0
738,1015,80.0
739,1016,80.0
740,1017,80.0
741,1018,80.0
742,1019,80.0
743,1020,80.0
744,1021,80.0
745,1022,80.0
746,1023,80.0
747,1024,80.0
748,1025,80.0
749,1026,80.0
750,1027,80.0
751,1028,80.0
752,1029,80.0
753,1030,80.0
754,1031,80.0
755,1032,80.0
756,1033,80.0
757,1034,80.0
758,1035,80.0
759,1036,80.0
760,1037,80.0
761,1038,80.0
762,1039,80.0
763,1040,80.0
764,1041,80.0
765,1042,80.0
766,1043,80.0
767,1044,80.0
768,1045,80.0
769,1046,80.0
770,1047,80.0
771,1048,80.0
772,1049,80.0
773,1050,80.0
774,1051,80.0
775,1052,80.0
776,1053,80.0
777,1054,80.0
778,1055,80.0
779,1056,80.0
780,1057,80.0
781,1058,80.0
782,1059,80.0
783,1060,80.0
784,1061,80.0
785,1062,80.0
786,1063,80.0
787,1064,80.0
788,1065,80.0
789,1066,80.0
790,1067,80.0
791,1068,80.0
792,1069,80.0
793,1070,80.0
794,1071,80.0
795,1072,80.0
796,1073,80.0
797,1074,80.0
798,1075,80.0
799,1076,80.0
800,1077,80.0
801,1078,80.0
802,1079,80.0
803,1080,80.0
804,1081,80.0
805,1082,80.0
806,1083,80.0
807,1084,80.0
808,1085,80.0
809,1086,80.0
810,1087,80.0
811,1088,80.0
812,1089,80.0
813,1090,80.0
814,1091,80.0
815,1092,80.0
816,1093,80.0
817,1094,80.0
818,1095,80.0
819,1096,80.0
820,1097,80.0
821,1098,80.0
822,1099,80.0
823,1100,80.0
824,1101,80.0
825,1102,80.0
826,1103,80.0
827,1104,80.0
828,1105,80.0
829,1106,80.0
830,1107,80.0
831,1108,80.0
832,1109,80.0
833,1110,80.0
834,1111,80.0
835,1112,80.0
836,1113,80.0
837,1114,80.0
838,1115,80.0
839,1116,80.0
840,1117,80.0
841,1118,80.0
842,1119,80.0
843,1120,80.0
844,1121,80.0
845,1122,80.0
846,1123,80.0
847,1124,80.0
848,1125,80.0
849,1126,80.0
850,1127,80.0
851,1128,80.0
852,1129,80.0
853,1130,80.0
854,1131,80.0
855,1132,80.0
856,1133,80.0
857,1134,80.0
858,1135,80.0
859,1136,80.0
860,1137,80.0
861,1138,80.0
862,1139,80.0
863,1140,80.0
864,1141,80.0
865,1142,80.0
866,1143,80.0
867,1144,80.0
868,1145,80.0
869,1146,80.0
870,1147,80.0
871,1148,80.0
872,1149,80.0
873,1150,80.0
874,1151,80.0
875,1152,80.0
876,1153,80.0
877,1154,80.0
878,1155,80.0
879,1156,80.0
880,1157,80.0
881,1158,80.0
882,1159,80.0
883,1160,80.0
884,1161,80.0
885,1162,80.0
886,1163,80.0
887,1164,80.0
888,1165,80.0
889,1166,80.0
890,1167,80.0
891,1168,80.0
892,1169,80.0
